2026-06-11 18:37:59 | INFO | MOVED | test_folder\archive.zip \u2192 test_folder\Archives\archive.zip
2026-06-15 11:30:24 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_folder\Audio\song.mp3 \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_folder\song.mp3
2026-06-15 11:30:24 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_folder\Images\photo.jpg \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_folder\photo.jpg
2026-06-15 11:30:24 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_folder\Documents\document.pdf \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_folder\document.pdf
2026-06-15 11:30:24 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_folder\Archives\archive.zip \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_folder\archive.zip
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\a.jpg \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Images\a.jpg
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\b.pdf \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\b.pdf
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\c.mp3 \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Audio\c.mp3
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\d.py \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Code\d.py
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\e.zip \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Archives\e.zip
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\f.mp4 \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Videos\f.mp4
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\g.txt \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\g.txt
2026-06-17 11:03:59 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\h.unknownext \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Other\h.unknownext
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Other\h.unknownext \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\h.unknownext
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\g.txt \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\g.txt
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Videos\f.mp4 \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\f.mp4
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Archives\e.zip \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\e.zip
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Code\d.py \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\d.py
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Audio\c.mp3 \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\c.mp3
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\b.pdf \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\b.pdf
2026-06-17 11:05:41 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Images\a.jpg \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\a.jpg
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\a.jpg \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Images\a.jpg
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\b.pdf \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\b.pdf
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\c.mp3 \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Audio\c.mp3
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\d.py \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Code\d.py
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\e.zip \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Archives\e.zip
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\f.mp4 \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Videos\f.mp4
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\g.txt \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\g.txt
2026-06-17 11:05:53 | INFO | MOVED | C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\h.unknownext \u2192 C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Other\h.unknownext
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Other\h.unknownext \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\h.unknownext
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\g.txt \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\g.txt
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Videos\f.mp4 \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\f.mp4
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Archives\e.zip \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\e.zip
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Code\d.py \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\d.py
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Audio\c.mp3 \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\c.mp3
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Documents\b.pdf \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\b.pdf
2026-06-17 11:06:07 | INFO | UNDO  | C:/Users/ponce/Desktop/new/Smart-File-Organizer/test_full\Images\a.jpg \u2192 C:\Users\ponce\Desktop\new\Smart-File-Organizer\test_full\a.jpg
